央视频道,#genre#
探索频道,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
国家地理频道,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
CHC高清电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chchd
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcat
华数_BBC系列,http://hls-ott-zhibo.wasu.tv/live/394/index.m3u8
华数_历史解密,http://hls-ott-zhibo.wasu.tv/live/369/index.m3u8
华数_大国时代,http://hls-ott-zhibo.wasu.tv/live/390/index.m3u8
华数_睡前故事,http://hls-ott-zhibo.wasu.tv/live/332/index.m3u8
华数_科教人文,http://hls-ott-zhibo.wasu.tv/live/391/index.m3u8
高清时装台WFC,http://wfc.bonus-tv.ru:80/cdn/wfcint/tracks-v2a1/index.m3u8
中国教育,#genre#
中国教育1台,http://cctvalih5ca.v.myalicdn.com/cstv/cetv1_2/index.m3u8
中国教育2台,http://cctvalih5ca.v.myalicdn.com/cstv/cetv2_2/index.m3u8
中国教育3台,http://cctvalih5ca.v.myalicdn.com/cstv/cetv3_2/index.m3u8
中国教育4台,http://cctvalih5ca.v.myalicdn.com/cstv/cetv4_2/index.m3u8
直播课堂,#genre#
小学一年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345168314564695_sd.flv
小学一年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106122224802201687_sd.flv
小学一年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344518832095319_sd.flv
小学二年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114801354932311_sd.flv
小学二年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347161108873303_sd.flv
小学二年级_学业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114150264733783_sd.flv
小学三年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114807257890903_sd.flv
小学三年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347165067771991_sd.flv
小学三年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114161536925783_sd.flv
小学四年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114821756026967_sd.flv
小学四年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394352493309460567_sd.flv
小学四年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114171468513367_sd.flv
小学五年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114835913637975_sd.flv
小学五年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347170511192151_sd.flv
小学五年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114184289976407_sd.flv
小学六年级_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345225356050519_sd.flv
小学六年级_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116789653733463_sd.flv
小学六年级_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114187240144983_sd.flv
初一_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345225022079063_sd.flv
初一_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347171578380375_sd.flv
初一_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344593730306135_sd.flv
初二_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345233875468375_sd.flv
初二_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116787305185367_sd.flv
初二_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114222741782615_sd.flv
初三_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114850812592215_sd.flv
初三_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116789385035863_sd.flv
初三_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344604800909399_sd.flv
高一_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345243875213399_sd.flv
高一_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-106116791935959127_sd.flv
高一_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-106114239584534615_sd.flv
高二_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-106114865844977751_sd.flv
高二_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347170975973463_sd.flv
高二_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344622782414935_sd.flv
高三_猿辅导,http://pull-flv-l6-act.pstatp.com/activity/stream-394345249650770007_sd.flv
高三_学而思,https://pull-flv-l6-act.pstatp.com/activity/stream-394347173524537431_sd.flv
高三_作业帮,http://pull-flv-l6-act.pstatp.com/activity/stream-394344630637035607_sd.flv
小一年级,http://c.huodongzhi.cn/vwxjy/20200210-00011.m3u8
小二年级,http://c.huodongzhi.cn/vwxjy/20200210-00022.m3u8
小三年级,http://c.huodongzhi.cn/vwxjy/20200210-00033.m3u8
小四年级,http://c.huodongzhi.cn/vwxjy/20200210-00044.m3u8
小五年级,http://c.huodongzhi.cn/vwxjy/20200210-00055.m3u8
小六年级,http://c.huodongzhi.cn/vwxjy/20200210-00066.m3u8
初一年级,http://c.huodongzhi.cn/vwxjy/20200210-00077.m3u8
初二年级,http://c.huodongzhi.cn/vwxjy/20200210-00088.m3u8
初三年级,http://c.huodongzhi.cn/vwxjy/20200210-00099.m3u8
高一年级,http://c.huodongzhi.cn/vwxjy/20200210-00100.m3u8
高二年级,http://c.huodongzhi.cn/vwxjy/20200210-00110.m3u8
高三年级,http://c.huodongzhi.cn/vwxjy/20200210-00120.m3u8
小学课堂,#genre#
新冠状病毒科普讲座,https://charge.zuoyebang.cc/record_eafdda4090346101bb9c338fc15d4561.mp4
眼保健操,https://charge.zuoyebang.cc/record_a9140bc04652c0720621ef0f634bcf3b.mp4
学生室内操,https://charge.zuoyebang.cc/record_a800769ad5f6fe35ce17585683e7267b.mp4
习字笔墨,https://charge.zuoyebang.cc/record_40638e0ad434c716b6bac5d3209c4b69.mp4
习字田字格,https://charge.zuoyebang.cc/record_29b68e7b2a2b7a326d40d56056f4acaf.mp4
习字3,https://charge.zuoyebang.cc/record_048912b338e07c0ba5dc7b22cf22d4ca.mp4
习字4,https://charge.zuoyebang.cc/record_d92df76b4293d1595142373cae3d07b0.mp4
习字5,https://charge.zuoyebang.cc/record_10e3bf7968a77d9feb0dc188e9e1a045.mp4
小学科学1,https://charge.zuoyebang.cc/record_08becc2927a5189c8b84690d601ad873.mp4
小学科学2,https://charge.zuoyebang.cc/record_fcd23dda41949acb662656b018585f04.mp4
小学美术1,https://charge.zuoyebang.cc/record_1bfb7b7aa8fb1806c8dd89b9bb7a710f.mp4
家长学院,https://charge.zuoyebang.cc/record_c325430f7f16895b56f1cc8b7c1a0212.mp4
小学英语早读1,https://charge.zuoyebang.cc/record_eb20b799102d964e89741c4c2f634443.mp4
小学英语早读2,https://charge.zuoyebang.cc/record_9d8cc7c2734a19ee189901afdf7949ec.mp4
小学英语早读3,https://charge.zuoyebang.cc/record_7d499aeb5e893c0b33634d47ffc8dee3.mp4
小一语文1,https://charge.zuoyebang.cc/record_aa1c45e333dc8499a064816c62a367c3.mp4
小一语文2,https://charge.zuoyebang.cc/record_aa567eb451746886cec609ca11256e52.mp4
小一语文3,https://charge.zuoyebang.cc/record_97f9c329bc28ebc898ed41ca3567b694.mp4
小一语文4,https://charge.zuoyebang.cc/record_1959627b2443119c3554ed068ab98c02.mp4
小一语文5,https://charge.zuoyebang.cc/record_bcd906c397759f35fe1a3ae283f2833e.mp4
小一语文6,https://charge.zuoyebang.cc/record_81dc38f55d5cf3f4d6139f4f30564cd4.mp4
小一语文早读1,https://charge.zuoyebang.cc/record_b7bf2eef43901fcac74659be8d6a36d2.mp4
小一语文早读2,https://charge.zuoyebang.cc/record_f00cc9a25b6df9addde0930a7e831302.mp4
小一诗词1,https://charge.zuoyebang.cc/record_2bbb3f375028bd38b2521c43116393c4.mp4
小一诗词2,https://charge.zuoyebang.cc/record_28618345f0b42af04ac76ad12954237e.mp4
小一数学1,https://charge.zuoyebang.cc/record_1fd80aa425da71413c1dae2c6ef2468d.mp4
小一数学2,https://charge.zuoyebang.cc/record_0a4f45f7ac17b5e7ab3b954fc3e70705.mp4
小一数学3,https://charge.zuoyebang.cc/record_9e47a7b9b0deb25627d4cb8cc0f4fba8.mp4
小一数学4,https://charge.zuoyebang.cc/record_07797cf5a8c46ce2e82c8f555c7fb98d.mp4
小一数学5,https://charge.zuoyebang.cc/record_2e71280b69c520f025fd34094bfcd21f.mp4
小一数学6,https://charge.zuoyebang.cc/record_b6b03e5842bc907535b6e95b20505345.mp4
小一数学7,https://charge.zuoyebang.cc/record_711f827a25e5fcdb3d0772adae784228.mp4
小一英语1,https://charge.zuoyebang.cc/record_025a0712f50cb90fb3f67eed1fa64fc5.mp4
小一英语2,https://charge.zuoyebang.cc/record_636767e8ebf98775ecece1e85c447dd2.mp4
小一英语3,https://charge.zuoyebang.cc/record_144758455ce97a78f8acdd72093adb03.mp4
小一英语4,https://charge.zuoyebang.cc/record_28618345f0b42af04ac76ad12954237e.mp4
小一英语5,https://charge.zuoyebang.cc/record_85fbc353cf162f9d5111241c238cd387.mp4
小一英语6,https://charge.zuoyebang.cc/record_f4fbd0b41c746e669303048d3fcccd5b.mp4
小一英语7,https://charge.zuoyebang.cc/record_263ca25f64e409fe94ce9069d777a562.mp4
小一英语早读1,https://charge.zuoyebang.cc/record_25934e7f0b5cf51710b762832850cd8a.mp4
小一英语早读2,https://charge.zuoyebang.cc/record_9bb89e24d5fa0bc1107ba9cf55cedafc.mp4
小二数学1,https://charge.zuoyebang.cc/record_7e4c15a7242dc8cdb26be53fe6a8638f.mp4
小二数学2,https://charge.zuoyebang.cc/record_6351b2540a2bc7f323d4a99ecba14e89.mp4
小二数学3,https://charge.zuoyebang.cc/record_7adbe15a22d0b4b29af45c90aba3d575.mp4
小二数学4,https://charge.zuoyebang.cc/record_230a65802d20d74706b16ef6e7a784f5.mp4
小二数学5,https://charge.zuoyebang.cc/record_dcda89d289f1cda1e9c1c58852dffb30.mp4
小二数学6,https://charge.zuoyebang.cc/record_27a8d3715a203f43428a69e879656eb2.mp4
小二数学7,https://charge.zuoyebang.cc/record_bd2734825c678b191fc46629abf78828.mp4
小二英语1,https://charge.zuoyebang.cc/record_bedf926ec90aa807b27b489efa930b87.mp4
小二英语2,https://charge.zuoyebang.cc/record_949797a137d7675bce16ea69730c44ef.mp4
小二英语3,https://charge.zuoyebang.cc/record_0e4d3a78a2d4b6e51afa0b6b4db5f1b3.mp4
小二英语4,https://charge.zuoyebang.cc/record_b718f02e4266417d54725ec444a2a953.mp4
小二英语5,https://charge.zuoyebang.cc/record_770999a81817f5a71393577fa155d79f.mp4
小二英语6,https://charge.zuoyebang.cc/record_1c5c141511d6a959b5454e8bee0194eb.mp4
小二英语早读1,https://charge.zuoyebang.cc/record_eb20b799102d964e89741c4c2f634443.mp4
小二英语早读2,https://charge.zuoyebang.cc/record_9d8cc7c2734a19ee189901afdf7949ec.mp4
小二英语早读3,https://charge.zuoyebang.cc/record_7d499aeb5e893c0b33634d47ffc8dee3.mp4
小二语文1,https://charge.zuoyebang.cc/record_680efab2024424857fbe5a4c17d1b38b.mp4
小二语文2,https://charge.zuoyebang.cc/record_5a24a03b55b6002d285e3ef611e60344.mp4
小二语文3,https://charge.zuoyebang.cc/record_c8ffb5ef527d1d0de1055f0562a92029.mp4
小二语文4,https://charge.zuoyebang.cc/record_76ae88b8425ef3711cf6b63a39aeb289.mp4
小二语文5,https://charge.zuoyebang.cc/record_c8e0cdc08bb273a82830b40dabea2a0b.mp4
小二语文6,https://charge.zuoyebang.cc/record_2d94ab3f834e0cfa90a7e0e5ced1663f.mp4
小三语文7,https://charge.zuoyebang.cc/record_fb40035f09e2af46ce87201aefba3c8a.mp4
小二语文早读1,https://charge.zuoyebang.cc/record_46137928e075d0f8f96b410e9e58cd99.mp4
小二语文早读2,https://charge.zuoyebang.cc/record_3d7523b76acad9fd02989849fb8c22f9.mp4
小二语文早读3,https://charge.zuoyebang.cc/record_cd263fda05815ce7947fc4fd21fec70a.mp4
小二诗词1,https://charge.zuoyebang.cc/record_2f80d5a5c7639ad5e9b14577d485aba5.mp4
小三数学1,https://charge.zuoyebang.cc/record_13313360bbb5d88e61c51c81a944d842.mp4
小三数学2,https://charge.zuoyebang.cc/record_46e8b76e50c264775c4b31cd9ba3970b.mp4
小三数学3,https://charge.zuoyebang.cc/record_ee28b59240659159478cc2c9931cb55f.mp4
小三数学4,https://charge.zuoyebang.cc/record_66dede294372e209c1c1da062d9d84b3.mp4
小三数学5,https://charge.zuoyebang.cc/record_585dbfffbafffe21354836515ae62efb.mp4
小三数学6,https://charge.zuoyebang.cc/record_dab233ba02b298c0abedddcaf1360c12.mp4
小三数学7,https://charge.zuoyebang.cc/record_2f61c7a8953e3b5f53193274de13c5df.mp4
小三英语1,https://charge.zuoyebang.cc/record_760764190a1e6bec127a85ea7e52abf3.mp4
小三英语2,https://charge.zuoyebang.cc/record_0e75237c1c634f352eb8ee8ebfe2ad88.mp4
小三英语3,https://charge.zuoyebang.cc/record_7438aada31effecf2b3bbcf317ca1a71.mp4
小三英语4,https://charge.zuoyebang.cc/record_d62ccbe97cb05f4d5f38a7549b36d873.mp4
小三英语5,https://charge.zuoyebang.cc/record_ab877ba83a2b4e6b427859d2708ad35f.mp4
小三英语6,https://charge.zuoyebang.cc/record_bd6f90ec0375d0edaa4e5aa81df274b3.mp4
小三英语早读1,https://charge.zuoyebang.cc/record_b2a256a84e03112e6285e4966df94916.mp4
小三英语早读2,https://charge.zuoyebang.cc/record_a566b7df9e80f31b375d24ad03c435bf.mp4
小三语文1,https://charge.zuoyebang.cc/record_25ef4a807605cfc9debd46c3ff3f19a7.mp4
小三语文2,https://charge.zuoyebang.cc/record_987ac24b4e744310ded812b07b6e234e.mp4
小三语文3,https://charge.zuoyebang.cc/record_c83243de981a2de26516e7188ed8c9b3.mp4
小三语文4,https://charge.zuoyebang.cc/record_8c811ed15de820f633ceaaf541095108.mp4
小三语文5,https://charge.zuoyebang.cc/record_4168af70521888a10105e1b1dec1d41c.mp4
小三语文晨读1,https://charge.zuoyebang.cc/record_8725e985990606ece701b89650edcc09.mp4
小三语文晨读2,https://charge.zuoyebang.cc/record_9d58bffbf5972631f8b0d1f69e8deda7.mp4
小三语文晨读3,https://charge.zuoyebang.cc/record_6252cb9a84556c8a85d344265a3f4761.mp4
小三诗词1,https://charge.zuoyebang.cc/record_8e61dfbabf80531b8fa7d193c3719c72.mp4
小四数学1,https://charge.zuoyebang.cc/record_bc3247fcd1cb5e607035e1ff4b5d4433.mp4
小四数学2,https://charge.zuoyebang.cc/record_6c64e7a94f4b4d1a6b29cc2553638878.mp4
小四数学3,https://charge.zuoyebang.cc/record_0caf5ab0ead258a9fb74d2d65ad436e0.mp4
小四数学4,https://charge.zuoyebang.cc/record_79d7cb669d36e877d19c525070beb015.mp4
小四数学5,https://charge.zuoyebang.cc/record_1935ca197db63292a901044d8836140b.mp4
小四数学6,https://charge.zuoyebang.cc/record_4d74d4ed784131bb917513cca56f0b4d.mp4
小四数学7,https://charge.zuoyebang.cc/record_dac64f79a6f7e888c5d1202435d5a355.mp4
小四英语1,https://charge.zuoyebang.cc/record_3766adb63fc4075d3dceb8f1a732c66c.mp4
小四英语2,https://charge.zuoyebang.cc/record_81f172dbbc56d78d10ca6370694ca9d2.mp4
小四英语3,https://charge.zuoyebang.cc/record_ca6db1ef36232a0823408c68414adcae.mp4
小四英语4,https://charge.zuoyebang.cc/record_9578af0f51d130e9d70c401f8d9066c4.mp4
小四英语5,https://charge.zuoyebang.cc/record_d0c2188ea10eba651a1a98eaff80af35.mp4
小四英语6,https://charge.zuoyebang.cc/record_c5f2102929f06e6383b78c823d225fc2.mp4
小四英语早读1,https://charge.zuoyebang.cc/record_9c842e994e664ebceca343f726320c6a.mp4
小四英语早读2,https://charge.zuoyebang.cc/record_c2c1f4ac3b69cb4d027e1c3d07be57b5.mp4
小四语文1,https://charge.zuoyebang.cc/record_188a20a0c5d8385338e008e8ad5cb2aa.mp4
小四语文2,https://charge.zuoyebang.cc/record_d61c936f23a95209f25770f03c438e50.mp4
小四语文3,https://charge.zuoyebang.cc/record_7f3d166e8a542e75e74882a997e96b81.mp4
小四语文4,https://charge.zuoyebang.cc/record_5325ababb6bed3cec0d29fc300697d72.mp4
小四语文5,https://charge.zuoyebang.cc/record_eef2dbe3a4948218f90df9867f431895.mp4
小四语文6,https://charge.zuoyebang.cc/record_18e9d94c84206ed6821dcd31baadaa64.mp4
小四语文早读1,https://charge.zuoyebang.cc/record_bf6c084ecd3538587df026b694a93c4a.mp4
小四语文早读2,https://charge.zuoyebang.cc/record_4f2b28dede6a947f84dd4b86ac19b092.mp4
小四语文早读3,https://charge.zuoyebang.cc/record_508189d563198dd9a6612ef839e11dbd.mp4
小四美术1,https://charge.zuoyebang.cc/record_7aa7d635855a8063251d4feb42831c50.mp4
小五数学1,https://charge.zuoyebang.cc/record_158e8f7fef7c8c5bb62c32e298bf539a.mp4
小五数学2,https://charge.zuoyebang.cc/record_9cfc12166ba4ad1d7ac526cfa3b76785.mp4
小五数学3,https://charge.zuoyebang.cc/record_1b1228c2c4897162476d8a349399fcfd.mp4
小五数学4,https://charge.zuoyebang.cc/record_67d9abcce1170d198307d1c033d423e6.mp4
小五数学5,https://charge.zuoyebang.cc/record_b0b860dba33494a281b4a860b3e246d6.mp4
小五数学6,https://charge.zuoyebang.cc/record_9764434982df6033e3450e3acb54f55e.mp4
小五数学7,https://charge.zuoyebang.cc/record_4d4a9c4ff5825011490740a679d0f695.mp4
小五英语1,https://charge.zuoyebang.cc/record_9632fddcb903c74498cf01fec9e22e69.mp4
小五英语2,https://charge.zuoyebang.cc/record_fd094abf7b40c8b3e4b2db75b2912667.mp4
小五英语3,https://charge.zuoyebang.cc/record_84b987f64c11ed55ae52c39da445eecd.mp4
小五英语4,https://charge.zuoyebang.cc/record_64b328d2046c8fb70b9fa8384685bb81.mp4
小五英语5,https://charge.zuoyebang.cc/record_f33eb71b26060c3c4ba444adc9c2f637.mp4
小五英语6,https://charge.zuoyebang.cc/record_8fd13f94d1a71a06da0a37f1213c31a3.mp4
小五英语早读1,https://charge.zuoyebang.cc/record_497c2e946f675c7b938497adac8b04da.mp4
小五英语早读2,https://charge.zuoyebang.cc/record_c1bc2cfe5aa9a7b3cab293ce4b0c717b.mp4
小五语文1,https://charge.zuoyebang.cc/record_fddf1d816da5349d12a0a5b110196659.mp4
小五语文2,https://charge.zuoyebang.cc/record_c4e2535d727cc8642de6377b9ab0f95e.mp4
小五语文3,https://charge.zuoyebang.cc/record_91b16776950deda82cde58270920d9ca.mp4
小五语文4,https://charge.zuoyebang.cc/record_428698a88e2ad14e6f13b8b8488a03ee.mp4
小五语文5,https://charge.zuoyebang.cc/record_2bc7803db394b6eea1dc9bd934214451.mp4
小五语文6,https://charge.zuoyebang.cc/record_d58a362e509eaacec833e8b27bb37962.mp4
小五语文早读1,https://charge.zuoyebang.cc/record_3b629d78af019426eae21c4e59687851.mp4
小五语文早读2,https://charge.zuoyebang.cc/record_1d154d7661f1e8645ed5f44ef19c128e.mp4
小五语文早读3,https://charge.zuoyebang.cc/record_82422c7662e245557052eae747971147.mp4
小六数学1,https://charge.zuoyebang.cc/record_d71cd6db228ebc11b64049c086c5c541.mp4
小六数学2,https://charge.zuoyebang.cc/record_24869fc1e4de324d993051cb84c355c8.mp4
小六数学3,https://charge.zuoyebang.cc/record_6c86511f07e56dce7da1cf2d2fa874e0.mp4
小六数学4,https://charge.zuoyebang.cc/record_0ac4b24ac515d684c369361543905b7a.mp4
小六数学5,https://charge.zuoyebang.cc/record_34fbc9cc6507cb969e524b3059c4e6c1.mp4
小六数学6,https://charge.zuoyebang.cc/record_52ec20a2d124e91f926eda45bc94d886.mp4
小六数学7,https://charge.zuoyebang.cc/record_19360fde170d091116703d8b3fcb3c1e.mp4
小六英语1,https://charge.zuoyebang.cc/record_b0e200a0791b8dbb7fb69f92ca0d171d.mp4
小六英语2,https://charge.zuoyebang.cc/record_6d5e09ff57aa10ca087fd78cd38467d7.mp4
小六英语3,https://charge.zuoyebang.cc/record_05e880d21ec77727b1710a68210ad535.mp4
小六英语4,https://charge.zuoyebang.cc/record_f0ca4e0df24526c014e9c1fdce23ae0f.mp4
小六英语5,https://charge.zuoyebang.cc/record_e9cec9ec39743f51daab34c312b51d71.mp4
小六英语6,https://charge.zuoyebang.cc/record_62b92840b91e190951dc7bd2d4a3dfcd.mp4
小六英语早读1,https://charge.zuoyebang.cc/record_1a017b4b80ef17f318d24cdacc9245d4.mp4
小六英语早读2,https://charge.zuoyebang.cc/record_147eb529897cc2fcc7b5c3ae054d41ff.mp4
小六语文1,https://charge.zuoyebang.cc/record_5351d9a583817522dc19e584523886d7.mp4
小六语文2,https://charge.zuoyebang.cc/record_440f96926acc62f65f7a820c4c719e45.mp4
小六语文3,https://charge.zuoyebang.cc/record_ba4d69fe459807a493432a0ba3773b9f.mp4
小六语文4,https://charge.zuoyebang.cc/record_ee49941c386456ec0ba85a69feaf657f.mp4
小六语文5,https://charge.zuoyebang.cc/record_b8a4d751912c06afcd494f5017b08a6a.mp4
小六语文6,https://charge.zuoyebang.cc/record_c5a9ab0bff8c4f829f52d926f481d79e.mp4
小六语文早读1,https://charge.zuoyebang.cc/record_61c1ed2b1084e6b4313e9694933f16f1.mp4
小六语文早读2,https://charge.zuoyebang.cc/record_42622dd3d1861f59291f29ec27fa6122.mp4
小六语文早读3,https://charge.zuoyebang.cc/record_48e0c863928631db1ebb843a40b7c416.mp4
初中课堂,#genre#
新冠状病毒科普讲座,https://charge.zuoyebang.cc/record_eafdda4090346101bb9c338fc15d4561.mp4
初一数学1,https://charge.zuoyebang.cc/record_f6322e628baac89b0e602ae8ca05a81b.mp4
初一数学2,https://charge.zuoyebang.cc/record_653a26ee1e6bf335c92840856744b85c.mp4
初一数学3,https://charge.zuoyebang.cc/record_e3bcf44255e2d4dab7513487af4c1d5b.mp4
初一数学4,https://charge.zuoyebang.cc/record_584a1a9547907f9e83bb075c95a35248.mp4
初一数学5,https://charge.zuoyebang.cc/record_4efb1b47fc8535c4d1a989c32ab7c89a.mp4
初一数学6,https://charge.zuoyebang.cc/record_2fe069c80342472872b301778acc7956.mp4
初一数学7,https://charge.zuoyebang.cc/record_6ff619f00bb0f484b6495f1f3e2666d1.mp4
初一数学8,https://charge.zuoyebang.cc/record_3960f06639d679d7afdeaf08d2afe6ca.mp4
初一语文1,https://charge.zuoyebang.cc/record_95c31f93b80fd8cf8345c25efe8d813c.mp4
初一语文2,https://charge.zuoyebang.cc/record_7a6684a1f072749b147bbad25ce83819.mp4
初一语文3,https://charge.zuoyebang.cc/record_13fd94a407009636a5c8331d7921f2b7.mp4
初一语文4,https://charge.zuoyebang.cc/record_41920357a61414724d361270290d14fd.mp4
初一语文5,https://charge.zuoyebang.cc/record_5451b2135bb4ac66482fc257360f2caf.mp4
初一语文6,https://charge.zuoyebang.cc/record_7dd8acd00926e6220fc8dc5988a05748.mp4
初一语文7,https://charge.zuoyebang.cc/record_3e02a9b7da36acee1c481f0907a47779.mp4
初一英语1,https://charge.zuoyebang.cc/record_85f96362394a4a9585d9847f30c19ec0.mp4
初一英语2,https://charge.zuoyebang.cc/record_52cf945bae678b6fbaf7cf07665b0a1c.mp4
初一英语3,https://charge.zuoyebang.cc/record_16277ff4aba162226f3a0c7cc611229f.mp4
初一英语4,https://charge.zuoyebang.cc/record_942264b71a380b50b93915cb55788bb7.mp4
初一英语5,https://charge.zuoyebang.cc/record_bdcc32f3cd67fc3910f17187d54a1a1c.mp4
初一英语6,https://charge.zuoyebang.cc/record_5561137e3f4834b4695f58e437b05e8a.mp4
初一英语7,https://charge.zuoyebang.cc/record_7ce454bf75ebdf9b46e36103e2c5f47c.mp4
初一兴趣课1,https://charge.zuoyebang.cc/record_59545b4e9084a0863da5f61094ebedfb.mp4
初一兴趣课2,https://charge.zuoyebang.cc/record_18e50280d3550ca9e4c97bc31cd82f77.mp4
初一兴趣课3,https://charge.zuoyebang.cc/record_25647ebd7a11d3c108633e0c935072d9.mp4
初一兴趣课4,https://charge.zuoyebang.cc/record_b5589b7dd0da515c0bb64b2b78ba5063.mp4
初一兴趣课5,https://charge.zuoyebang.cc/record_dbfc087ca13f6e76bab9c6e7a3a43284.mp4
初一兴趣课6,https://charge.zuoyebang.cc/record_7ee975b4b571274a2871585a36ad39e3.mp4
初二语文1,https://charge.zuoyebang.cc/record_9d333e37eaaf0e9b2630a58549a7ac00.mp4
初二语文2,https://charge.zuoyebang.cc/record_9a81f21d5213c69c6fedc7269f478252.mp4
初二语文3,https://charge.zuoyebang.cc/record_14d85f5518ddabdbe49a9810abddb960.mp4
初二语文4,https://charge.zuoyebang.cc/record_2c35d65be15929130a35a4adad84349e.mp4
初二语文5,https://charge.zuoyebang.cc/record_df515b2f6b0a8a0b2f085c1754c3b78b.mp4
初二语文6,https://charge.zuoyebang.cc/record_0e80d6b11a902dc8a8bb0b81568123e4.mp4
初二语文7,https://charge.zuoyebang.cc/record_647c30dcc80a7a9d74996ea643f25044.mp4
初二英语1,https://charge.zuoyebang.cc/record_005603d0e9b43710dabf82f648a53bbd.mp4
初二英语2,https://charge.zuoyebang.cc/record_8bec6e1f1f5341fd0d9fca9ed7b55843.mp4
初二英语3,https://charge.zuoyebang.cc/record_38c40cbbfbf72ced9bf110a7eee6dc68.mp4
初二英语4,https://charge.zuoyebang.cc/record_de05c93da62888bcb704cbcea9f8ecb2.mp4
初二英语5,https://charge.zuoyebang.cc/record_012557ac4f3b050fcca197ff4427c5a5.mp4
初二英语6,https://charge.zuoyebang.cc/record_9299f1fa5ae5ce0b1fcf740c5c316f44.mp4
初二英语7,https://charge.zuoyebang.cc/record_06da79f5500425ad38a87938de119162.mp4
初二数学1,https://charge.zuoyebang.cc/record_49097978a68a7e5f89f3edbf52460321.mp4
初二数学2,https://charge.zuoyebang.cc/record_c4b3456f287ab48216ab94b7a26368f0.mp4
初二数学3,https://charge.zuoyebang.cc/record_7c14926c8ea52e6df97ae9628386b85e.mp4
初二数学4,https://charge.zuoyebang.cc/record_d8470658af3127d83c33c9b0be0da250.mp4
初二数学5,https://charge.zuoyebang.cc/record_23d14fdf44e21bbcf3d6f744079d5a65.mp4
初二数学6,https://charge.zuoyebang.cc/record_151bb26a0598b9d81d6cf75eaa7092fb.mp4
初二数学7,https://charge.zuoyebang.cc/record_a9de1a8d8d65c6f64bc3758d2b6c0484.mp4
初二物理1,https://charge.zuoyebang.cc/record_76338be9b3cf6d0d1972f40eab073e3c.mp4
初二物理2,https://charge.zuoyebang.cc/record_8c97b553426d7e4b602973d9922f541f.mp4
初二物理3,https://charge.zuoyebang.cc/record_0f49089fb89e48c3e324dec003d24a00.mp4
初二物理4,https://charge.zuoyebang.cc/record_8c201cccc00b2c8309e9049fcb4c914e.mp4
初二物理5,https://charge.zuoyebang.cc/record_6abfcbf25a733b68cc41f339e706958d.mp4
初二物理6,https://charge.zuoyebang.cc/record_0769086cd0bc81f0a28179fb7d9d38eb.mp4
初二实验1,https://charge.zuoyebang.cc/record_d9e204013621d95e58d55c5fd8653004.mp4
初二实验2,https://charge.zuoyebang.cc/record_8abc9333451362f69ef3b64d87ea482d.mp4
初二实验3,https://charge.zuoyebang.cc/record_b5eb663f587e18bfa00000606e2d0b87.mp4
初二实验4,https://charge.zuoyebang.cc/record_6bccd87c5c4ac16d3ad35a3e68f0033c.mp4
初二实验5,https://charge.zuoyebang.cc/record_34fd6d849a44d196b781526474cbeefb.mp4
